Message,num_words,num_uppercase,num_lowercase_words,num_chars,num_special_chars,num_links,num_spam_words,num_digits,label
Anything lor... U decide...,4,2,2,27,6,0,0,0,ham
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,30,4,26,155,7,0,0,0,ham
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,17,4,13,82,3,0,0,0,ham
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",34,10,18,142,15,0,0,0,ham
WHO ARE YOU SEEING?,4,15,0,19,1,0,0,0,ham
Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,13,3,10,72,10,0,0,0,ham
No calls..messages..missed calls,3,1,2,32,4,0,0,0,ham
Didn't you get hep b immunisation in nigeria.,8,1,7,45,2,0,0,0,ham
"Fair enough, anything going on?",5,1,4,31,2,0,0,0,ham
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",14,2,12,67,2,0,0,0,ham
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,30,7,23,148,7,0,0,0,ham
What you thinked about me. First time you saw me in class.,12,2,10,58,2,0,0,0,ham
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",23,1,21,124,11,0,0,0,ham
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,16,1,15,80,1,0,0,0,ham
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,13,7,7,76,6,0,0,0,ham
Tell where you reached,4,1,3,22,0,0,0,0,ham
Yes..gauti and sehwag out of odi series.,7,1,6,40,3,0,0,0,ham
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,23,3,19,108,5,0,0,1,ham
Ha ha ha good joke. Girls are situation seekers.,9,2,7,48,2,0,0,0,ham
Its a part of checking IQ,6,3,4,25,0,0,0,0,ham
"Sorry my roommates took forever, it ok if I come by now?",12,2,10,56,2,0,0,0,ham
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,24,2,22,110,2,0,0,0,ham
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",23,3,20,122,8,0,0,0,ham
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",15,5,10,78,5,0,0,0,ham
I plane to give on this month end.,8,1,7,34,1,0,0,0,ham
Finished class where are you.,5,1,4,29,1,0,0,0,ham
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,10,35,0,45,1,0,0,0,ham
K..k:)where are you?how did you performed?,6,1,5,42,6,0,0,0,ham
U can call me now...,5,1,4,20,3,0,0,0,ham
Thats cool. i am a gentleman and will treat you with dignity and respect.,14,1,13,73,2,0,0,0,ham
I like you peoples very much:) but am very shy pa.,11,1,10,50,3,0,0,0,ham
Does not operate after  &lt;#&gt;  or what,7,1,6,42,5,0,0,0,ham
"Sorry, I'll call later",4,2,2,22,2,0,0,0,ham
K. Did you call me just now ah?,8,2,6,31,2,0,0,0,ham
Ok i am on the way to home hi hi,10,1,9,32,0,0,0,0,ham
You will be in the place of that man,9,1,8,36,0,0,0,0,ham
Yup next stop.,3,1,2,14,1,0,0,0,ham
"I call you later, don't have network. If urgnt, sms me.",11,2,9,55,5,0,0,0,ham
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,26,4,21,121,4,0,0,1,ham
I'm really not up to it still tonight babe,9,1,8,42,1,0,0,0,ham
Yeah do! Don‘t stand to close tho- you‘ll catch something!,10,2,8,58,3,0,0,0,ham
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,26,19,13,141,2,0,0,1,ham
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,20,3,16,107,3,0,0,3,ham
Watching telugu movie..wat abt u?,5,1,4,33,3,0,0,0,ham
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",38,5,32,178,7,0,0,0,ham
I see a cup of coffee animation,7,1,6,31,0,0,0,0,ham
Please don't text me anymore. I have nothing else to say.,11,2,9,57,3,0,0,0,ham
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,21,4,17,81,2,0,0,0,ham
I'm still looking for a car to buy. And have not gone 4the driving test yet.,16,2,14,76,3,0,0,1,ham
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,26,10,15,160,6,0,0,1,ham
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",36,4,32,183,8,0,0,0,ham
Umma my life and vava umma love you lot dear,10,1,9,44,0,0,0,0,ham
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,17,2,15,95,2,0,0,0,ham
How would my ip address test that considering my computer isn't a minecraft server,14,1,13,82,1,0,0,0,ham
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,24,5,19,115,6,0,0,0,ham
Dont worry. I guess he's busy.,6,2,4,30,3,0,0,0,ham
What is the plural of the noun research?,8,1,7,40,1,0,0,0,ham
Going for dinner.msg you after.,5,1,4,31,2,0,0,0,ham
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,24,3,20,96,4,0,0,1,ham
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",24,4,20,143,15,0,0,0,ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",32,11,19,156,13,0,0,1,ham
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,12,2,9,71,4,0,0,0,ham
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,15,2,13,86,6,0,0,0,ham
here is my new address -apples&pairs&all that malarky,8,0,8,53,3,0,0,0,ham
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,27,3,20,156,2,0,0,22,ham
I am going to sao mu today. Will be done only at 12,13,2,10,51,1,0,0,2,ham
Ü predict wat time ü'll finish buying?,7,1,6,38,2,0,0,0,ham
"Good stuff, will do.",4,1,3,20,2,0,0,0,ham
Are you there in room.,5,1,4,22,1,0,0,0,ham
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,27,75,0,107,4,0,0,0,ham
K..k:)how much does it cost?,5,1,4,28,5,0,0,0,ham
I'm home.,2,1,1,9,2,0,0,0,ham
"Dear, will call Tmorrow.pls accomodate.",5,2,3,39,3,0,0,0,ham
First answer my question.,4,1,3,25,1,0,0,0,ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,28,16,15,162,8,0,0,13,ham
No no. I will check all rooms befor activities,9,2,7,46,1,0,0,0,ham
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,20,4,16,85,12,0,0,0,ham
"K, text me when you're on the way",8,1,7,33,2,0,0,0,ham
"Sir, Waiting for your mail.",5,2,3,27,2,0,0,0,ham
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",26,5,20,156,9,0,0,2,ham
I know you are. Can you pls open the back?,10,2,8,42,2,0,0,0,ham
Yes see ya not on the dot,7,1,6,25,0,0,0,0,ham
Whats the staff name who is taking class for us?,10,1,9,48,1,0,0,0,ham
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,15,1,14,84,3,0,0,0,ham
K..i deleted my contact that why?,6,1,5,33,3,0,0,0,ham
Sindu got job in birla soft ..,7,1,5,30,2,0,0,0,ham
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,15,1,12,59,1,0,0,2,ham
Ok... Ur typical reply...,4,2,2,25,6,0,0,0,ham
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,26,10,15,160,6,0,0,1,ham
Aaooooright are you at work?,5,1,4,28,1,0,0,0,ham
I'm leaving my house now...,5,1,4,27,4,0,0,0,ham
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",33,7,25,157,8,0,0,0,ham
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,19,5,13,124,2,0,0,11,ham
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,24,4,20,115,1,0,0,0,ham
New car and house for my parents.:)i have only new job in hand:),13,1,12,64,5,0,0,0,ham
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,19,3,16,85,5,0,0,0,ham
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,24,31,11,152,13,0,0,13,ham
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",30,20,18,155,6,0,0,1,ham
I place all ur points on e cultures module already.,10,1,9,51,1,0,0,0,ham
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",13,1,12,74,3,0,0,0,ham
Great escape. I fancy the bridge but needs her lager. See you tomo,13,3,10,66,2,0,0,0,ham
Yes :)it completely in out of form:)clark also utter waste.,10,1,9,59,5,0,0,0,ham
What time you coming down later?,6,1,5,32,1,0,0,0,ham
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",21,3,17,104,6,0,0,0,ham
"Well, i'm gonna finish my bath now. Have a good...fine night.",11,2,9,61,7,0,0,0,ham
U still going to the mall?,6,1,5,26,1,0,0,0,ham
Text her. If she doesnt reply let me know so i can have her log in,16,2,14,66,1,0,0,0,ham
Lol no. U can trust me.,6,2,4,23,2,0,0,0,ham
ok. I am a gentleman and will treat you with dignity and respect.,13,1,12,65,2,0,0,0,ham
"He will, you guys close?",5,1,4,24,2,0,0,0,ham
Going on nothing great.bye,4,1,3,26,1,0,0,0,ham
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,32,6,20,152,7,0,0,0,ham
"Haha awesome, be there in a minute",7,1,6,34,1,0,0,0,ham
Have you got Xmas radio times. If not i will get it now,13,3,10,55,1,0,0,0,ham
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,19,3,16,88,5,0,0,0,ham
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,10,3,7,72,5,0,0,2,ham
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,38,5,33,185,8,0,0,0,ham
Hi :)finally i completed the course:),6,1,5,37,4,0,0,0,ham
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,22,2,20,111,2,0,0,0,ham
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,19,3,16,92,3,0,0,1,ham
Gud mrng dear hav a nice day,7,1,6,28,0,0,0,0,ham
Did u got that persons story,6,1,5,28,0,0,0,0,ham
"Found it, ENC  &lt;#&gt; , where you at?",8,4,5,40,8,0,0,0,ham
I sent you  &lt;#&gt;  bucks,5,1,4,28,5,0,0,0,ham
Goodmorning sleeping ga.,3,1,2,24,1,0,0,0,ham
U call me alter at 11 ok.,7,1,5,25,1,0,0,2,ham
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,13,1,12,63,3,0,0,0,ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",32,11,19,156,13,0,0,1,ham
"Aight yo, dats straight dogg",5,1,4,28,1,0,0,0,ham
Both :) i shoot big loads so get ready!,9,1,7,39,3,0,0,0,ham
Home so we can always chat,6,1,5,26,0,0,0,0,ham
K:)k:)good:)study well.,2,1,1,23,7,0,0,0,ham
Yup... How ü noe leh...,5,2,3,23,6,0,0,0,ham
Sounds great! Are you home now?,6,2,4,31,2,0,0,0,ham
Finally the match heading towards draw as your prediction.,9,1,8,58,1,0,0,0,ham
Tired. I haven't slept well the past few nights.,9,2,7,48,3,0,0,0,ham
Easy ah?sen got selected means its good..,7,1,6,41,3,0,0,0,ham
I have to take exam with march 3,8,1,6,32,0,0,0,1,ham
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,35,4,31,159,5,0,0,0,ham
Ok no prob. Take ur time.,6,2,4,25,2,0,0,0,ham
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,30,1,29,161,5,0,0,0,ham
"Sorry, I'll call later",4,2,2,22,2,0,0,0,ham
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,26,4,22,119,6,0,0,0,ham
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",21,20,7,142,11,0,0,31,ham
Would really appreciate if you call me. Just need someone to talk to.,13,2,11,69,2,0,0,0,ham
Hey company elama po mudyadhu.,5,1,4,30,1,0,0,0,ham
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",27,8,17,165,12,0,0,0,ham
Dear good morning now only i am up,8,1,7,34,0,0,0,0,ham
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,20,2,18,109,7,0,0,0,ham
Dear we are going to our rubber place,8,1,7,37,0,0,0,0,ham
"Sorry battery died, yeah I'm here",6,2,4,33,2,0,0,0,ham
Yes:)here tv is always available in work place..,8,1,7,48,4,0,0,0,ham
I have printed it oh. So  &lt;#&gt;  come upstairs,9,2,7,50,6,0,0,0,ham
Or ill be a little closer like at the bus stop on the same street,15,1,14,65,0,0,0,0,ham
Where are you?when wil you reach here?,7,1,6,38,2,0,0,0,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,25,5,18,145,3,0,0,24,ham
Tomarrow final hearing on my laptop case so i cant.,10,1,9,51,1,0,0,0,ham
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,7,38,0,45,0,0,0,0,ham
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",16,3,13,83,5,0,0,0,ham
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",32,2,29,155,9,0,0,1,ham
U don't remember that old commercial?,6,1,5,37,2,0,0,0,ham
Too late. I said i have the website. I didn't i have or dont have the slippers,17,3,14,78,3,0,0,0,ham
I asked you to call him now ok,8,1,7,30,0,0,0,0,ham
Kallis wont bat in 2nd innings.,6,1,5,31,1,0,0,1,ham
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,30,4,26,146,5,0,0,0,ham
Ranjith cal drpd Deeraj and deepak 5min hold,8,2,6,44,0,0,0,1,ham
What you doing?how are you?,5,1,4,27,2,0,0,0,ham
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",37,2,35,179,3,0,0,2,ham
"I'm back, lemme know when you're ready",7,1,6,38,3,0,0,0,ham
Don't necessarily expect it to be done before you get back though because I'm just now headin out,18,2,16,97,2,0,0,0,ham
Mmm so yummy babe ... Nice jolt to the suzy,10,2,7,43,3,0,0,0,ham
Where are you lover ? I need you ...,9,2,5,36,4,0,0,0,ham
I‘m parked next to a MINI!!!! When are you coming in today do you think?,15,6,12,72,5,0,0,0,ham
Yup,1,1,0,3,0,0,0,0,ham
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,18,3,15,85,4,0,0,0,ham
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,11,28,0,51,3,0,0,10,ham
Why you Dint come with us.,6,2,4,26,1,0,0,0,ham
Same. Wana plan a trip sometme then,7,2,5,35,1,0,0,0,ham
"Not sure yet, still trying to get a hold of him",11,1,10,47,1,0,0,0,ham
The evo. I just had to download flash. Jealous?,9,3,6,47,3,0,0,0,ham
"Come to mu, we're sorting out our narcotics situation",9,1,8,53,2,0,0,0,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",29,2,27,147,3,0,0,0,ham
"Usf I guess, might as well take 1 car",9,2,6,37,1,0,0,1,ham
No objection. My bf not coming.,6,2,4,31,2,0,0,0,ham
Thanx...,1,1,0,8,3,0,0,0,ham
Tell rob to mack his gf in the theater,9,1,8,38,0,0,0,0,ham
"Awesome, I'll see you in a bit",7,2,5,30,2,0,0,0,ham
Just sent it. So what type of food do you like?,11,2,9,47,2,0,0,0,ham
You got called a tool?,5,1,4,22,1,0,0,0,ham
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",25,3,22,141,12,0,0,0,ham
Okie...,1,1,0,7,3,0,0,0,ham
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",25,3,22,121,3,0,0,0,ham
"K, I might come by tonight then if my class lets out early",13,2,11,58,1,0,0,0,ham
Ok..,1,1,0,4,2,0,0,0,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",33,10,23,160,14,0,0,0,ham
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",21,1,20,152,7,0,0,0,ham
Hey you told your name to gautham ah?,8,1,7,37,1,0,0,0,ham
Haf u found him? I feel so stupid da v cam was working.,13,2,11,55,2,0,0,0,ham
Oops. 4 got that bit.,5,1,3,21,2,0,0,1,ham
Are you this much buzy,5,1,4,22,0,0,0,0,ham
I accidentally deleted the message. Resend please.,7,2,5,50,2,0,0,0,ham
Unless it's a situation where YOU GO GURL would be more appropriate,12,10,8,67,1,0,0,0,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,35,34,22,153,11,0,0,0,ham
I cant pick the phone right now. Pls send a message,11,2,9,51,1,0,0,0,ham
Need a coffee run tomo?Can't believe it's that time of week already,12,2,10,67,3,0,0,0,ham
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",17,3,14,88,2,0,0,0,ham
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",31,3,28,157,5,0,0,0,ham
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,21,2,19,90,2,0,0,0,ham
He is a womdarfull actor,5,1,4,24,0,0,0,0,ham
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",23,19,9,146,15,1,0,8,ham
Yup... From what i remb... I think should be can book...,11,3,8,56,9,0,0,0,ham
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,14,2,12,71,3,0,0,0,ham
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",24,10,16,138,6,0,0,5,ham
Where are the garage keys? They aren't on the bookshelf,10,2,8,55,2,0,0,0,ham
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,24,26,6,156,3,0,0,3,ham
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",33,7,26,142,6,0,0,2,ham
You made my day. Do have a great day too.,10,2,8,41,2,0,0,0,ham
K.k:)advance happy pongal.,3,1,2,26,4,0,0,0,ham
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",24,4,19,119,14,0,0,1,ham
"Not really dude, have no friends i'm afraid :(",9,1,7,46,4,0,0,0,ham
"Coffee cake, i guess...",4,1,3,23,4,0,0,0,ham
"Merry Christmas to you too babe, i love ya *kisses*",10,2,8,51,3,0,0,0,ham
Hey... Why dont we just go watch x men and have lunch... Haha,13,3,10,61,6,0,0,0,ham
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,28,1,23,107,2,0,0,4,ham
No problem. How are you doing?,6,2,4,30,2,0,0,0,ham
No calls..messages..missed calls,3,1,2,32,4,0,0,0,ham
Hi da:)how is the todays class?,6,1,5,31,3,0,0,0,ham
"I'd say that's a good sign but, well, you know my track record at reading women",16,1,15,79,4,0,0,0,ham
"Cool, text me when you're parked",6,1,5,32,2,0,0,0,ham
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,20,3,17,86,3,0,0,0,ham
K.k:)apo k.good movie.,3,1,2,22,5,0,0,0,ham
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,24,5,14,128,4,0,0,12,ham
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,43,4,39,232,4,0,0,0,ham
"Ta-Daaaaa! I am home babe, are you still up ?",10,3,7,45,4,0,0,0,ham
Just sleeping..and surfing,3,1,2,26,2,0,0,0,ham
"Sorry, I'll call later",4,2,2,22,2,0,0,0,ham
U calling me right? Call my hand phone...,8,2,6,41,4,0,0,0,ham
Ok that's great thanx a lot.,6,1,5,28,2,0,0,0,ham
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,31,5,26,151,4,0,0,4,ham
Where u been hiding stranger?,5,1,4,29,1,0,0,0,ham
Am not interested to do like that.,7,1,6,34,1,0,0,0,ham
My sister cleared two round in birla soft yesterday.,9,1,8,52,1,0,0,0,ham
Gudnite....tc...practice going on,3,1,2,33,7,0,0,0,ham
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,20,4,16,85,4,0,0,0,ham
One small prestige problem now.,5,1,4,31,1,0,0,0,ham
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,15,4,11,78,2,0,0,0,ham
"Nah can't help you there, I've never had an iphone",10,2,8,50,3,0,0,0,ham
If you're not in my car in an hour and a half I'm going apeshit,15,2,13,63,2,0,0,0,ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",30,28,20,148,7,0,0,0,ham
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,28,3,25,129,1,0,0,0,ham
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,8,26,1,45,7,0,0,1,ham
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",31,10,26,168,10,0,0,0,ham
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",17,4,13,85,5,0,0,0,ham
Ha ha cool cool chikku chikku:-):-DB-),6,3,4,38,7,0,0,0,ham
Oh ok no prob..,4,1,3,15,2,0,0,0,ham
Check audrey's status right now,5,1,4,31,1,0,0,0,ham
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",34,6,25,160,8,0,0,0,ham
Well i know Z will take care of me. So no worries.,12,3,9,50,2,0,0,0,ham
Wat uniform? In where get?,5,2,3,26,2,0,0,0,ham
"Cool, text me when you're ready",6,1,5,31,2,0,0,0,ham
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",29,6,21,129,9,0,0,0,ham
I will spoil you in bed as well :),9,1,7,34,2,0,0,0,ham
I'm going for bath will msg you next  &lt;#&gt;  min..,10,1,9,54,8,0,0,0,ham
